CODI_CAPA,CAPA_GENERICA,NOM_CAPA,ED50_COORD_X,ED50_COORD_Y,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI,ADRECA,TELEFON,counter_NEG,counter_POS,nor_counter_NEG,nor_counter_POS
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430239.194,4582848.355,430147.264,4582647.415,2.164453,41.392328000000006,METRO (L3) - PASSEIG DE GRÃ€CIA (Pg. de GrÃ cia)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427045.174,4582422.054,426953.274,4582221.119,2.126304,41.388204,METRO (L3) - MARIA CRISTINA-,4.0,21.0,Les Corts,Pedralbes,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,424089.76,4580003.467,423997.886,4579802.555,2.091263,41.366148,METRO (L5) - CAN BOIXERES-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,426970.574,4581034.512,426878.674,4580833.59,2.125579,41.375701,METRO (L5) - BADAL (C. d'Arizala)-,3.0,17.0,Sants-MontjuÃ¯c,Sants - Badal,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431080.83700000006,4587820.078,430988.901,4587619.092,2.173953,41.437178,METRO (L4) - LLUCMAJOR (Pl. del Jardins d'AlfÃ bia)-,8.0,45.0,Nou Barris,Porta,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427798.256,4580997.767,427706.348,4580796.845,2.13548,41.375444,METRO (L5) - PLAÃ‡A DE SANTS-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430436.253,4583561.609,430344.322,4583360.662,2.166728,41.398769,METRO (L5) - VERDAGUER-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428599.868,4581953.686000002,428507.953,4581752.755,2.144952,41.384126,METRO (L5) - ENTENÃ‡A (C. d'EntenÃ§a)-,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429073.967,4586040.71,428982.049,4585839.741,2.150142,41.420977,METRO (L5) - EL COLL / LA TEIXONERA (C. de Batet)-,7.0,37.0,Horta-GuinardÃ³,el Carmel,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431034.214,4582483.33,430942.277,4582282.393,2.174004,41.38910900000001,METRO (L1) - URQUINAONA (C. Jonqueres)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432823.872,4585318.882,432731.919,4585117.9180000005,2.195092,41.414799,METRO (L2) - BAC DE RODA (Rambla GuipÃºscoa)-,10.0,72.0,Sant MartÃ­,Sant MartÃ­ de ProvenÃ§als,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427420.3270000001,4581948.178,427328.423,4581747.247,2.130847,41.38397,METRO (L3) - LES CORTS (C. de Joan GÃ¼ell)-,4.0,19.0,Les Corts,les Corts,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,436120.77,4588126.73,436028.788,4587925.739,2.234241,41.440358,METRO (L10) - GORG-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429079.099,4584444.249,428987.18,4584243.295,2.150391,41.406599,METRO (L3) - LESSEPS-,6.0,31.0,GrÃ cia,la Vila de GrÃ cia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430536.586,4580947.31,430444.653,4580746.388,2.168228,41.375231,METRO (L2) - PARALÂ·LEL (Av. de Paral.lel)-,1.0,1.0,Ciutat Vella,el Raval,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431550.209,4583697.372,431458.26700000005,4583496.424,2.180037,41.400087,METRO (L2) - MONUMENTAL-,2.0,5.0,Eixample,el Fort Pienc,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430119.618,4581557.326,430027.689,4581356.398,2.1631720000000003,41.380689,METRO (L2) - SANT ANTONI (C. de Villarroel)-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432483.986,4588542.8089999985,432392.037,4588341.8160000015,2.190665,41.443807,METRO (L1) - TORRAS I BAGES-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428147.789,4584391.712,428055.879,4584190.758,2.139256,41.406043,FGC (L7) - EL PUTXET-,5.0,27.0,SarriÃ -Sant Gervasi,el Putxet i el FarrÃ³,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428169.942,4584324.675,428078.032,4584123.722,2.139529,41.405442,FGC (L7) - EL PUTXET-,5.0,27.0,SarriÃ -Sant Gervasi,el Putxet i el FarrÃ³,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,425691.949,4580178.433,425600.061,4579977.518999998,2.110396,41.367873,METRO (L1) - FLORIDA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430691.101,4580889.951,430599.167,4580689.029,2.170083,41.37472800000001,METRO (L3) - PARALÂ·LEL (Av. de Paral.lel)-,3.0,11.0,Sants-MontjuÃ¯c,el Poble-sec,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,434101.785,4585916.95,434009.821,4585715.98,2.210317,41.420291,METRO (L4) - BESÃ’S-,10.0,70.0,Sant MartÃ­,el BesÃ²s i el Maresme,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428676.219,4587108.632,428584.305,4586907.653,2.145257,41.43056,METRO (L3) - MONTBAU (Ronda de Dalt)-,7.0,41.0,Horta-GuinardÃ³,la Vall d'Hebron,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428670.977,4587140.456,428579.063,4586939.477,2.145191,41.430847,METRO (L3) - MONTBAU-,7.0,41.0,Horta-GuinardÃ³,la Vall d'Hebron,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429614.14,4587877.779,429522.218,4587676.7930000005,2.156392,41.43757100000001,METRO (L3) - VALLDAURA-,7.0,43.0,Horta-GuinardÃ³,Horta,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),418558.815,4580405.181,418466.992,4580204.267,2.025086,41.369224,FGC - SANTA COLOMA DE CERVELLÃ“-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428351.35,4581626.548,428259.437,4581425.62,2.142019,41.381157,METRO (L3) - SANTS ESTACIÃ“ (Av. de Josep Tarradellas)-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),426932.02,4578959.11,426840.12,4578758.207,2.125369,41.357005,FGC - EUROPA / FIRA-,,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,435068.353,4586163.946,434976.38,4585962.9739999985,2.2218560000000003,41.422595,TRAMVIA (T5) - LA CATALANA-,,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,432126.64700000006,4583383.702,432034.7,4583182.757,2.186968,41.397311,TRAMVIA (T4) - AUDITORI-TEATRE NACIONAL-,10.0,66.0,Sant MartÃ­,el Parc i la Llacuna del Poblenou,,,28,4,18,82
K011,Transports i serveis relacionats,Tramvia,432119.145,4583023.989,432027.198,4582823.047,2.186918,41.39407,TRAMVIA (T4) - MARINA-,10.0,66.0,Sant MartÃ­,el Parc i la Llacuna del Poblenou,,,28,4,18,82
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,431107.866,4580143.648,431015.928,4579942.733,2.175151,41.368042,Terminal MarÃ­tima Sant Bertran *Ferris,3.0,12.0,Sants-MontjuÃ¯c,la Marina del Prat Vermell,"Moll Sant Bertran, 3",932959122,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427263.959,4580301.705,427172.056,4580100.789,2.129175,41.369127,METRO (L1) - SANTA EULÃ€LIA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431856.742,4587066.6680000005,431764.799,4586865.688999998,2.1833240000000003,41.430459,METRO (L1) - FABRA I PUIG-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K004,Transports i serveis relacionats,Tren a l'aeroport,432276.02,4584790.649,432184.072,4584589.69,2.188597,41.409995,Tren AEROPORT - CLOT-,10.0,65.0,Sant MartÃ­,el Clot,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427464.321,4579393.075,427372.416,4579192.1680000005,2.13168,41.360962,FGC (L8) - ILDEFONS CERDÃ€-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429384.39200000005,4581341.938,429292.47,4581141.012,2.1544060000000003,41.378685,METRO (L1) - ROCAFORT (C. de Rocafort)-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427718.753,4580857.291,427626.846,4580656.37,2.134546,41.374172,METRO (L1) - MERCAT NOU (C. dels Jocs Florals)-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428870.976,4580975.956,428779.058,4580775.034,2.148309,41.375344,METRO (L1) - ESPANYA (C. de la Creu Coberta)-,3.0,15.0,Sants-MontjuÃ¯c,Hostafrancs,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),429696.583,4582918.15,429604.658,4582717.21,2.157956,41.392909,FGC - PROVENÃ‡A-,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),425782.443,4584775.162,425690.555,4584574.205,2.110914,41.409282,FGC - PEU FUNICULAR-,5.0,23.0,SarriÃ -Sant Gervasi,SarriÃ ,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,426641.164,4582261.097,426549.26700000005,4582060.164,2.121492,41.386718,"TRAMVIA (T1,T2,T3) - PIUS XII-",4.0,20.0,Les Corts,la Maternitat i Sant Ramon,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432648.5770000001,4582336.205,432556.625,4582135.268999998,2.193327,41.38792,METRO (L4) - CIUTADELLA - VILA OLÃMPICA (Parc de Carles I)-,10.0,67.0,Sant MartÃ­,la Vila OlÃ­mpica del Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432560.109,4583149.597,432468.158,4582948.654,2.192179,41.395239,METRO (L4) - BOGATELL-,10.0,66.0,Sant MartÃ­,el Parc i la Llacuna del Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428685.351,4581300.382,428593.435,4581099.457,2.146052,41.378249,METRO (L3) - TARRAGONA (C. d'AragÃ³)-,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),428837.852,4583869.712,428745.936,4583668.763,2.147573,41.401403,FGC - PLAÃ‡A MOLINA<center>-,5.0,27.0,SarriÃ -Sant Gervasi,el Putxet i el FarrÃ³,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428431.96200000006,4583565.877,428340.049,4583364.931,2.142754,41.398631,FGC (L6) - MUNTANER-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431657.677,4590259.027,431565.736,4590058.018,2.18058,41.459194,METRO (L11) - TORRE BARÃ“ - VALLBONA (C. Esculapi CÃ ncer)-,8.0,54.0,Nou Barris,Torre BarÃ³,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427792.49,4583490.5260000015,427700.583,4583289.581,2.135114,41.397895,FGC (L6) - LA BONANOVA-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432119.919,4586127.362,432027.973,4585926.391,2.186579,41.422021,METRO (L5) - LA SAGRERA (Av. Meridiana)-,9.0,61.0,Sant Andreu,la Sagrera,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428622.373,4584988.501,428530.459,4584787.5419999985,2.144863,41.411461,METRO (L3) - VALLCARCA (Jardins Manuel Blancafort)-,6.0,28.0,GrÃ cia,Vallcarca i els Penitents,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),426420.871,4583563.017,426328.977,4583362.072,2.1186990000000003,41.398423,FGC - REINA ELISENDA (Sortida J. V. Foix)-,5.0,23.0,SarriÃ -Sant Gervasi,SarriÃ ,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428229.073,4581754.396000002,428137.162,4581553.467,2.140542,41.382298,METRO (L3) - SANTS ESTACIÃ“ (Jardins de MÃ laga)-,3.0,18.0,Sants-MontjuÃ¯c,Sants,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431882.15,4587067.29,431790.206,4586866.31,2.183628,41.430467,METRO (L1) - FABRA I PUIG (Pg. de Fabra i Puig)-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430149.934,4582080.371,430058.005,4581879.438,2.1634740000000003,41.385403,METRO (L1) - UNIVERSITAT (Pl. de la Universitat)-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431225.563,4581159.268999998,431133.624,4580958.344,2.176443,41.3772,METRO (L3) - DRASSANES (La Rambla)-,1.0,1.0,Ciutat Vella,el Raval,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,424794.078,4579719.893999998,424702.198,4579518.985,2.099718,41.36366,METRO (L1) - RAMBLA JUST OLIVERAS-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,423054.646,4579117.514,422962.782,4578916.6110000005,2.079,41.35807,METRO (L5) - GAVARRA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431246.49,4584935.663,431154.552,4584734.703,2.176264,41.411214,METRO (L5) - SANT PAU-DOS DE MAIG (C. del Dos de Maig)-,2.0,6.0,Eixample,la Sagrada FamÃ­lia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433288.88,4585815.007,433196.923,4585614.039,2.200601,41.419306,METRO (L2) - SANT MARTÃ-,10.0,72.0,Sant MartÃ­,Sant MartÃ­ de ProvenÃ§als,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433890.638,4589334.85,433798.677,4589133.8489999985,2.207416,41.451058,METRO (L1) - SANTA COLOMA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427434.114,4583481.448,427342.21,4583280.5030000005,2.130828,41.397781,FGC (L6) - LES TRES TORRES-,5.0,24.0,SarriÃ -Sant Gervasi,les Tres Torres,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429242.29,4583714.245,429150.37,4583513.297,2.152429,41.400039,"FGC (L6,L7) - GRÃ€CIA (Pl. de GalÂ·la PlacÃ­dia)-",6.0,31.0,GrÃ cia,la Vila de GrÃ cia,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427824.633,4583461.639,427732.726,4583260.694,2.135502,41.397638,FGC (L6) - LA BONANOVA-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430450.943,4588344.22,430359.013,4588143.228999998,2.166353,41.441845,METRO (L3) - CANYELLES (Parc de Josep Maria Serra MartÃ­)-,8.0,49.0,Nou Barris,Canyelles,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430493.499,4587064.0989999985,430401.568,4586863.12,2.16701,41.430319,METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-,8.0,44.0,Nou Barris,Vilapicina i la Torre Llobeta,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,426372.831,4582170.08,426280.937,4581969.147,2.118294,41.385874,"TRAMVIA (T1,T2,T3) - PALAU REIAL-",4.0,20.0,Les Corts,la Maternitat i Sant Ramon,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,432264.601,4584148.345,432172.653,4583947.392,2.188532,41.404209,"TRAMVIA (T5, T6) - LA FARINERA-",10.0,66.0,Sant MartÃ­,el Parc i la Llacuna del Poblenou,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,435574.307,4587530.946,435482.33,4587329.961,2.227764,41.434948,TRAMVIA (T5) - SANT ROC-,,,,,,,0,0,0,0
K011,Transports i serveis relacionats,Tramvia,434052.63,4584670.997,433960.666,4584470.039,2.209864,41.409066,TRAMVIA (T4) - SELVA DE MAR-,10.0,69.0,Sant MartÃ­,Diagonal Mar i el Front MarÃ­tim del Poblenou,,,0,0,0,0
K010,Transports i serveis relacionats,TelefÃ¨ric,430349.594,4579707.428,430257.662,4579506.517,2.166135,41.364048,TelefÃ¨ric de MontjuÃ¯c - Castell-,3.0,11.0,Sants-MontjuÃ¯c,el Poble-sec,,,0,0,0,0
K009,Transports i serveis relacionats,Funicular,427516.602,4585521.232,427424.698,4585320.268,2.13157,41.41616,Funicular TIBIDABO - inferior-,5.0,25.0,SarriÃ -Sant Gervasi,Sant Gervasi - la Bonanova,,,0,0,0,0
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,431466.424,4579312.228,431374.482,4579111.32,2.179532,41.360585,EstaciÃ³ MarÃ­tima C-,,,,,,,0,0,0,0
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,431245.58700000006,4580091.727,431153.64700000006,4579890.812,2.176803,41.367586,Terminal GÃ‰NOVA-,,,,,,,0,0,0,0
K008,Transports i serveis relacionats,EstaciÃ³ marÃ­tima,431596.808,4579587.081,431504.865,4579386.171,2.181059,41.36307100000001,EstaciÃ³ MarÃ­tima A-,,,,,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,432696.951,4587669.481000002,432605.0,4587468.496,2.193312,41.435959,RENFE - SANT ANDREU COMTAL-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431948.599,4589159.027,431856.655,4588958.028,2.184187,41.449312,METRO (L3) - TRINITAT NOVA (Chafarinas)-,8.0,53.0,Nou Barris,la Trinitat Nova,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428616.843,4581362.79,428524.928,4581161.864,2.145225,41.378805,METRO (L3) - TARRAGONA (C. de Tarragona)-,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428552.58,4581368.633,428460.665,4581167.707,2.144456,41.378852,METRO (L3) - TARRAGONA (C. del Elisi)-,3.0,15.0,Sants-MontjuÃ¯c,Hostafrancs,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430777.334,4583120.23,430685.399,4582919.287,2.170859,41.394823,METRO (L4) - GIRONA (C. Consell de Cent)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430506.186,4582544.619,430414.254,4582343.682,2.167682,41.389615,METRO (L4) - PASSEIG DE GRÃ€CIA-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431845.174,4589154.73,431753.231,4588953.731000002,2.18295,41.449264,"METRO (L3,L4,L11) - TRINITAT NOVA (Pedrosa)-",8.0,53.0,Nou Barris,la Trinitat Nova,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433743.169,4586273.27,433651.208,4586072.297,2.205987,41.423471,"METRO (L2,L4) - LA PAU (L2 i L4) (Rambla de GuipÃºscoa)-",10.0,73.0,Sant MartÃ­,la Verneda i la Pau,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431082.501,4585469.103999998,430990.564,4585268.14,2.174241,41.416004,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÃ“ (C. del Mas Casanovas)-,7.0,35.0,Horta-GuinardÃ³,el GuinardÃ³,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,432338.37,4593074.625,432246.424,4592873.59,2.188413,41.484611,RENFE - MONTCADA I REIXAC-,,,,,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,420498.177,4581921.898,420406.33700000006,4581720.969,2.048073,41.383079,RENFE - ST. FELIU DE LLOBREGAT-,,,,,,,0,0,0,0
K003,Transports i serveis relacionats,RENFE,424877.07,4579784.77,424785.189,4579583.86,2.100702,41.364252,RENFE - L'HOSPITALET DE LLOBREGAT-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428509.802,4580973.732,428417.888,4580772.81,2.143991,41.375292,METRO (L1) - HOSTAFRANCS-,3.0,15.0,Sants-MontjuÃ¯c,Hostafrancs,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432145.985,4586075.455,432054.039,4585874.485,2.186897,41.421556,METRO (L5) - LA SAGRERA-,9.0,61.0,Sant Andreu,la Sagrera,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430337.852,4582738.983,430245.921,4582538.044,2.165646,41.391351,METRO (L3) - PASSEIG DE GRÃ€CIA (C. del Consell de Cent)-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,434657.435,4587420.525,434565.466,4587219.541,2.216803,41.433879,METRO (L2) - ARTIGUES-SANT ADRIÃ€-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,424817.382,4580598.85,424725.502,4580397.932,2.099888,41.371578,METRO (L5) - CAN VIDALET-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,431706.189,4586298.517,431614.247,4586097.545,2.181609,41.42352800000001,METRO (L5) - CONGRÃ‰S-,9.0,62.0,Sant Andreu,el CongrÃ©s i els Indians,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429037.312,4580953.926,428945.393,4580753.004,2.150301,41.37516,METRO (L3) - ESPANYA-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429574.375,4586528.855,429482.453,4586327.881,2.156073,41.425418,METRO (L5) - EL CARMEL (Pl. de Pastrana)-,7.0,37.0,Horta-GuinardÃ³,el Carmel,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,423526.988,4579692.061000002,423435.119,4579491.152,2.0845740000000004,41.36329,METRO (L5) - SANT ILDEFONS-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,423046.185,4579077.342,422954.321,4578876.438999998,2.078904,41.357707,METRO (L5) - GAVARRA-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430958.27,4582529.72,430866.334,4582328.783,2.17309,41.38952000000001,METRO (L1) - URQUINAONA-,2.0,7.0,Eixample,la Dreta de l'Eixample,,,141,13,91,9
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,433344.251,4585831.442,433252.294,4585630.473,2.201262,41.419459,METRO (L2) - SANT MARTÃ (Rambla GuipÃºscoa)-,10.0,72.0,Sant MartÃ­,Sant MartÃ­ de ProvenÃ§als,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432456.979,4588581.605,432365.031,4588380.6110000005,2.190338,41.444154,METRO (L1) - TORRAS I BAGES (Pg. de Torras i Bages)-,9.0,60.0,Sant Andreu,Sant Andreu,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,425631.673,4578364.096,425539.785,4578163.199,2.109898,41.351527,METRO (L1) - BELLVITGE-,,,,,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,428896.7620000001,4580887.245,428804.844,4580686.324,2.148628,41.374547,FGC (L8) - ESPANYA-,3.0,11.0,Sants-MontjuÃ¯c,el Poble-sec,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,430654.31,4582109.3,430562.376,4581908.367,2.169503,41.385707,"FGC (L6,L7) - CATALUNYA-",2.0,7.0,Eixample,la Dreta de l'Eixample,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,429941.182,4580949.994,429849.255,4580749.072,2.161109,41.375204,METRO (L3) - POBLE SEC (Av. del Paral.lel)-,2.0,10.0,Eixample,Sant Antoni,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,432509.314,4583116.478999998,432417.363,4582915.536,2.191575,41.394936,METRO (L4) - BOGATELL (C. de Pere IV)-,10.0,66.0,Sant MartÃ­,el Parc i la Llacuna del Poblenou,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,427866.749,4581744.512,427774.841,4581543.5830000015,2.13621,41.382176,METRO (L3) - PLAÃ‡A DEL CENTRE (Pl. del Centre)-,4.0,19.0,Les Corts,les Corts,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),427792.49,4583490.5260000015,427700.583,4583289.581,2.135114,41.397895,FGC - BONANOVA-,5.0,26.0,SarriÃ -Sant Gervasi,Sant Gervasi - Galvany,,,0,0,0,0
K001,Transports i serveis relacionats,Metro i lÃ­nies urbanes FGC,425819.914,4581990.841,425728.025,4581789.91,2.111704,41.384208,METRO (L3) - ZONA UNIVERSITÃ€RIA (Av. Diagonal)-,4.0,20.0,Les Corts,la Maternitat i Sant Ramon,,,0,0,0,0
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),420052.849,4578048.029,419961.0120000001,4577847.136,2.043259,41.348145,FGC - SANT BOI-,,,,,,,0,0,0,0
